name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2012-07-04,33.6,21.8,28.7,35,21.8,29.6,18.8,57.1,1.431,100,12.5,rain,0,0,35.3,15,272.7,1008.6,49.2,15.1,290,24.9,9,,2012-07-04T05:30:29,2012-07-04T20:30:21,0.53,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-05,34.3,27,30.2,34.5,27.9,31.1,17.7,49.7,0,0,0,,0,0,38.9,16.1,329.1,1007.7,25.3,15.4,327.3,28.4,9,,2012-07-05T05:31:05,2012-07-05T20:30:05,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-06,33.4,22.9,28,32.7,22.9,28.1,16.8,52.9,0,0,0,,0,0,27.7,11.9,40.7,1011.7,18,16,336.7,29.1,10,,2012-07-06T05:31:41,2012-07-06T20:29:47,0.59,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-07,35.5,26.3,30,37.3,26.3,31.1,18.8,52.4,0,0,0,,0,0,53.8,21.6,297,1009.8,40.9,15.4,303.5,25.9,9,,2012-07-07T05:32:19,2012-07-07T20:29:27,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-08,32.3,23.1,27.3,32,23.1,27.5,18.5,62.4,11.057,100,16.67,rain,0,0,29.5,15.5,26.9,1010.2,66,14.3,240.8,20.7,8,,2012-07-08T05:32:58,2012-07-08T20:29:05,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-09,28.8,23,25.7,28.2,23,25.6,13.3,46.6,0,0,0,,0,0,31.3,16.4,52.7,1013.1,55.1,16,301.1,25.9,9,,2012-07-09T05:33:39,2012-07-09T20:28:41,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-10,29.7,22,25.1,29,22,25,14.1,51.6,0,0,0,,0,0,29.5,18.3,79.9,1016.4,39.9,16,328.8,28.2,9,,2012-07-10T05:34:20,2012-07-10T20:28:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-11,29,22.4,25.1,28.8,22.4,25.2,16.9,61.7,0,0,0,,0,0,29.5,16.6,155.1,1020.4,59.3,16,314.9,27.3,9,,2012-07-11T05:35:03,2012-07-11T20:27:47,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-12,31,21.6,25.7,30.6,21.6,25.6,15.7,55.9,0,0,0,,0,0,32.6,16.7,175.7,1021.7,35.3,16,318.9,27.6,10,,2012-07-12T05:35:47,2012-07-12T20:27:18,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-13,31,23.1,26.5,31.3,23.1,26.8,16.7,55.1,0,0,0,,0,0,,11.4,197.8,1021.7,41,15.9,207.4,18,8,,2012-07-13T05:36:32,2012-07-13T20:26:46,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
New York,2012-07-14,28.6,23.3,26.2,28.9,23.3,26.3,17.1,57.9,0,0,0,,0,0,34.6,20.6,261.7,1021.5,69.1,16,219.4,19.1,6,,2012-07-14T05:37:17,2012-07-14T20:26:12,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-15,31.3,23.1,26.8,35.6,23.1,28.3,21,71,6.579,100,8.33,rain,0,0,38.9,14.2,237.8,1017.4,73.3,14.6,134.5,11.4,4,,2012-07-15T05:38:04,2012-07-15T20:25:36,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-16,32.3,22.2,27.2,33.3,22.2,27.9,19.6,66.4,0.289,100,8.33,rain,0,0,35.3,14.3,289.5,1011,36.1,15.5,326.5,28.2,9,,2012-07-16T05:38:52,2012-07-16T20:24:59,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-17,35.4,24.2,30.2,36,24.2,30.7,17.4,47.6,0,0,0,,0,0,38.5,27.5,249.5,1009,28.5,15.3,325.1,28.1,9,,2012-07-17T05:39:40,2012-07-17T20:24:19,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-18,37.1,23.1,29.3,40.9,23.1,31,21,64.2,39.319,100,20.83,rain,0,0,51.7,19.1,246.1,1009.4,41.3,11.9,254.7,22.1,9,,2012-07-18T05:40:30,2012-07-18T20:23:38,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-19,24.4,21.5,23.2,24.4,21.5,23.2,18.7,76.2,0.525,100,8.33,rain,0,0,42.5,24.4,52.2,1013.7,84.8,14.3,224.6,19.4,6,,2012-07-19T05:41:20,2012-07-19T20:22:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-20,22.4,16.5,19.3,22.4,16.5,19.3,17.3,88.6,14.757,100,58.33,rain,0,0,40.3,24.9,63.3,1015.9,100,12.5,92.2,8,3,,2012-07-20T05:42:11,2012-07-20T20:22:09,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-21,24.7,17.4,20.7,24.7,17.4,20.7,14.7,70.9,0,0,0,,0,0,42.5,13.4,71.5,1018.5,71.8,16,225,19.5,7,,2012-07-21T05:43:02,2012-07-21T20:21:23,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-22,27.7,19.6,23.2,28,19.6,23.3,15.5,62.9,0,0,0,,0,0,33.5,22.4,193.7,1020.3,47.1,16,328.8,28.4,10,,2012-07-22T05:43:55,2012-07-22T20:20:34,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-23,30.3,22.2,25.1,33,22.2,25.9,20.2,74.8,3.023,100,20.83,rain,0,0,40.7,15.7,229.5,1015.7,56,13.7,273.2,23.6,8,,2012-07-23T05:44:47,2012-07-23T20:19:43,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-24,32.9,23.6,27.9,33.8,23.6,28.5,19.2,62,0,0,0,,0,0,50.8,29.7,288.9,1004.9,37.7,14.8,316.1,27.3,9,,2012-07-24T05:45:41,2012-07-24T20:18:51,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-25,29.3,20,25,28.4,20,24.8,11.5,43.7,0,0,0,,0,0,44.8,25.4,327.7,1010.2,15.9,16,345.8,29.8,10,,2012-07-25T05:46:35,2012-07-25T20:17:57,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-26,32.1,21,25.6,35.8,21,26.5,18.6,67.4,14.2,100,25,rain,0,0,65.1,29,233.3,1006.5,52.6,13.7,301.2,26.1,9,,2012-07-26T05:47:29,2012-07-26T20:17:02,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-27,30.6,22.4,26.4,32.2,22.4,27.4,20.6,72.3,0.492,100,4.17,rain,0,0,33.5,17,267.5,1007.6,48.4,16,288.6,25,9,,2012-07-27T05:48:24,2012-07-27T20:16:05,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-28,27.6,21.2,23.5,29,21.2,23.6,21.2,87.7,4.412,100,20.83,rain,0,0,38.9,17.6,47,1012.6,89,11.4,227,19.6,6,,2012-07-28T05:49:20,2012-07-28T20:15:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-29,26.1,20.6,22.7,26.1,20.6,22.7,18.8,79.4,0.185,100,4.17,rain,0,0,29.5,16.3,41.7,1015,83.4,15.7,258.6,22.1,7,,2012-07-29T05:50:16,2012-07-29T20:14:05,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-30,26.3,21.1,23.1,26.3,21.1,23.1,18.4,75.2,0,0,0,,0,0,29.5,15.6,101.3,1018.8,71.4,15.9,306.4,26.5,9,,2012-07-30T05:51:12,2012-07-30T20:13:03,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-07-31,26.6,21.5,23.3,26.6,21.5,23.3,18.1,73,0,0,0,,0,0,,18.6,66.1,1016.1,67.9,16,138.2,11.9,4,,2012-07-31T05:52:09,2012-07-31T20:12:00,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-01,24.6,22.1,22.9,24.6,22.1,22.9,20.7,87.6,13.889,100,37.5,rain,0,0,,11.3,220.1,1011.9,75.2,13.3,125.9,10.8,4,,2012-08-01T05:53:06,2012-08-01T20:10:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-02,30.9,21.5,26.1,32.3,21.5,26.9,20.1,71.8,0,0,0,,0,0,35.3,10.6,270.3,1011.4,25.9,13.5,313.9,27.1,9,,2012-08-02T05:54:03,2012-08-02T20:09:48,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-03,32,24.3,27.8,35.2,24.3,29.6,21.6,69.5,0,0,0,,0,0,,13,214.8,1015.6,34.6,13.5,224.6,19.6,7,,2012-08-03T05:55:00,2012-08-03T20:08:40,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-04,31.8,24.4,27.6,35.2,24.4,29.2,22.1,73.1,0,0,0,,0,0,35.3,18.4,171.1,1021.2,34,14.9,316.9,27.3,9,,2012-08-04T05:55:58,2012-08-04T20:07:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-05,32.2,23.3,27.7,35.9,23.3,29.6,22.8,75.7,6.372,100,16.67,rain,0,0,61.2,21.5,200.3,1018.5,78,14.9,282.6,24.4,8,,2012-08-05T05:56:56,2012-08-05T20:06:19,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-06,29.9,23.3,26.1,29.7,23.3,26.2,18.1,65,0.818,100,16.67,rain,0,0,39.6,24.6,297.6,1015.4,54.1,15.5,183.6,15.9,6,,2012-08-06T05:57:54,2012-08-06T20:05:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-07,27.9,20.3,24.3,28.3,20.3,24.4,15.4,58.1,0,0,0,,0,0,25.9,12.2,101.2,1015.5,32.3,16,207.9,17.9,6,,2012-08-07T05:58:52,2012-08-07T20:03:54,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-08,29.5,23.2,25.9,30.4,23.2,26.3,20.2,72.2,0,0,0,,0,0,27.7,11.1,161.8,1014.6,42.9,14.3,110.9,9.6,3,,2012-08-08T05:59:51,2012-08-08T20:02:39,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-09,30.3,23.3,26.5,32.7,23.3,27.1,21.3,74.5,2.395,100,4.17,rain,0,0,37.1,16.1,187.4,1013.2,30.2,15,294.2,25.3,9,,2012-08-09T06:00:49,2012-08-09T20:01:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-10,26.8,21.8,25.3,29.2,21.8,25.4,22.3,83.6,7.261,100,8.33,rain,0,0,32.6,15.9,168.7,1009.7,76.6,14.5,124,10.7,3,,2012-08-10T06:01:48,2012-08-10T20:00:05,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-11,29.6,24.2,26.6,32.7,24.2,27.7,21.9,76.3,0,0,0,,0,0,39.6,18.2,194.9,1010.3,59.4,15.5,157.9,13.6,5,,2012-08-11T06:02:47,2012-08-11T19:58:46,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-12,29.7,23.2,26.2,29.9,23.2,26.3,17.2,59.4,0,0,0,,0,0,35.3,20.6,260,1012.7,48,16,186.8,16.1,7,,2012-08-12T06:03:46,2012-08-12T19:57:27,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-13,29.3,21.3,25.3,28.6,21.3,25.2,14.5,52.7,0,0,0,,0,0,31.3,13.6,293.8,1014.6,26.5,16,289.6,25.2,9,,2012-08-13T06:04:45,2012-08-13T19:56:06,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-14,25.9,22.7,24.6,25.9,22.7,24.6,18.1,67.6,0.477,100,4.17,rain,0,0,29.5,18.4,189.5,1013.6,54.1,15.5,233.7,20.2,7,,2012-08-14T06:05:44,2012-08-14T19:54:44,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-15,26.9,20.7,23.4,28.6,20.7,23.5,20.5,84,12.387,100,33.33,rain,0,0,50,15,37.4,1011,75.4,12.6,165.7,14.4,6,,2012-08-15T06:06:43,2012-08-15T19:53:21,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-16,29.1,19.8,24.2,28.7,19.8,24.1,16.3,65.4,0.737,100,4.17,rain,0,0,37.1,20.3,300.1,1011.8,20.2,14.1,304.6,26.3,9,,2012-08-16T06:07:42,2012-08-16T19:51:57,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-17,31.1,22,25.8,31.4,22,26,16.6,57.9,1.724,100,4.17,rain,0,0,57.2,17.7,233,1010.3,26.4,15.5,274.8,23.8,9,,2012-08-17T06:08:41,2012-08-17T19:50:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-18,26,17.8,21.5,26,17.8,21.5,15.1,70,8.848,100,41.67,rain,0,0,,16.4,7.3,1011.7,78.5,14.8,158.6,13.7,4,,2012-08-18T06:09:40,2012-08-18T19:49:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-19,23.3,17.5,20.8,23.3,17.5,20.8,12,57.7,0,0,0,,0,0,,11.9,351.9,1014.2,38.2,16,185.5,15.9,6,,2012-08-19T06:10:39,2012-08-19T19:47:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-20,25.4,18.7,22.3,25.4,18.7,22.3,14.2,60.7,0,0,0,,0,0,,10,110.2,1012.3,62.5,16,162.3,14.1,6,,2012-08-20T06:11:38,2012-08-20T19:46:10,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-21,27.2,19.5,23.2,26.9,19.5,23.1,14.4,59.4,0,0,0,,0,0,33.5,11.3,359.7,1016.1,54.1,16,240.3,20.8,8,,2012-08-21T06:12:37,2012-08-21T19:44:41,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-22,26.8,20.6,23.7,26.9,20.6,23.7,16.2,63.9,0,0,0,,0,0,33.5,14.3,154.8,1019.7,39.1,15.7,257.3,22.4,8,,2012-08-22T06:13:36,2012-08-22T19:43:11,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-23,28.8,21.2,24.5,29.1,21.2,24.6,16.7,63.2,0,0,0,,0,0,25.9,15.8,184.7,1020.3,28.6,15.5,206.1,17.6,7,,2012-08-23T06:14:35,2012-08-23T19:41:41,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-24,30.3,21.5,25.5,29.5,21.5,25.4,16.4,58.8,0,0,0,,0,0,,11.2,48.6,1020.8,37.5,15.1,226.4,19.5,8,,2012-08-24T06:15:33,2012-08-24T19:40:09,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
New York,2012-08-25,28.2,22.2,24.8,29.3,22.2,25.1,18.2,67.7,0,0,0,,0,0,31.3,15.1,83.3,1023.8,34.8,13.9,165.9,14.2,6,,2012-08-25T06:16:32,2012-08-25T19:38:37,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-26,27.7,21,23.4,28.4,21,23.5,17.5,70.2,0,0,0,,0,0,37.1,17.2,80.6,1025,39.8,16,175.1,15.1,6,,2012-08-26T06:17:31,2012-08-26T19:37:04,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-27,27,21.4,23.9,28.4,21.4,24,20.4,81.2,15.903,100,16.67,rain,0,0,45.1,16.4,171.9,1019.4,70.5,15.4,240.1,20.8,7,,2012-08-27T06:18:30,2012-08-27T19:35:31,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-28,30.2,23.3,26.1,30,23.3,26.1,18.6,66.9,3.284,100,16.67,rain,0,0,41.4,19,276.2,1011.1,49.4,15,251.2,21.4,8,,2012-08-28T06:19:29,2012-08-28T19:33:57,0.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-29,26.2,19.3,22.9,26.2,19.3,22.9,11.4,49.3,0,0,0,,0,0,31.3,17,3.2,1014.4,14.4,16,288.8,25,9,,2012-08-29T06:20:27,2012-08-29T19:32:22,0.43,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-30,28.4,17.4,23.1,27.3,17.4,22.8,10.1,46.1,0,0,0,,0,0,27.7,15.2,285.9,1017.8,4.4,16,285,24.6,9,,2012-08-30T06:21:26,2012-08-30T19:30:46,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-08-31,32.8,21,26.8,31.5,21,26.5,13.9,47.2,0,0,0,,0,0,36,18.2,250.2,1015.6,5.4,15.9,278,23.8,9,,2012-08-31T06:22:25,2012-08-31T19:29:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-01,31.7,24.1,27.3,32,24.1,27.5,17.3,55.3,0,0,0,,0,0,35.3,19.9,279.5,1015.1,33.8,15.8,260.7,22.6,8,,2012-09-01T06:23:23,2012-09-01T19:27:34,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-02,26.7,22.2,24.1,27.8,22.2,24.2,19.2,74.4,0.058,100,8.33,rain,0,0,,13.2,114.7,1017.8,77,15.8,205.6,17.6,8,,2012-09-02T06:24:22,2012-09-02T19:25:56,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-03,25.9,21.9,23.3,25.9,21.9,23.3,18.5,75.5,0.344,100,20.83,rain,0,0,33.5,20.7,102.9,1019.8,96.4,15.8,128.9,11.2,4,,2012-09-03T06:25:20,2012-09-03T19:24:19,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-04,25.8,21.4,23.3,25.8,21.4,23.3,21.6,90.4,6.77,100,41.67,rain,0,0,35.3,21.3,129.5,1015.3,94.5,13.2,184,15.7,7,,2012-09-04T06:26:19,2012-09-04T19:22:41,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-05,27.3,23.4,25,29.4,23.4,25.2,21.2,80.2,5.073,100,25,rain,0,0,33.5,20.8,249.2,1009,77.3,14,154.9,13.3,5,,2012-09-05T06:27:17,2012-09-05T19:21:02,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-06,26.2,21.3,23.6,26.2,21.3,23.6,18.6,74.2,0,0,0,,0,0,,9.5,349.9,1011.5,34.7,16,144,12.4,5,,2012-09-06T06:28:15,2012-09-06T19:19:23,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-07,30.2,21.9,26,32.9,21.9,27,20.3,72,0,0,0,,0,0,28,12.8,206.9,1012,38.6,14.8,246,21.1,8,,2012-09-07T06:29:14,2012-09-07T19:17:44,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-08,27.7,18.6,23.8,31.1,18.6,24.3,20.4,81.8,13.628,100,37.5,rain,0,0,57.2,32.4,196.1,1007.1,79.2,14.7,244.2,20.9,8,,2012-09-08T06:30:12,2012-09-08T19:16:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-09,24.8,17.6,20.7,24.8,17.6,20.7,13,63.9,0,0,0,,0,0,33.5,20.5,327.5,1009.9,45.1,16,145.9,12.6,5,,2012-09-09T06:31:11,2012-09-09T19:14:24,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-10,22.3,15.4,18.7,22.3,15.4,18.7,8.5,53.6,0,0,0,,0,0,43.1,21.6,330.8,1015.2,15.9,16,269.8,23.6,9,,2012-09-10T06:32:09,2012-09-10T19:12:44,0.83,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-11,22.6,12.7,17.7,22.6,12.7,17.7,6.1,48.3,0,0,0,,0,0,,12.9,348.9,1023.5,13.5,16,268.9,23.3,9,,2012-09-11T06:33:08,2012-09-11T19:11:03,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-12,26.8,15.3,20.7,26.4,15.3,20.7,10.7,54.3,0,0,0,,0,0,27.7,15.1,175.7,1026.8,4.1,16,254,21.8,8,,2012-09-12T06:34:06,2012-09-12T19:09:23,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-13,26.3,17.3,21.4,26.3,17.3,21.4,13.2,60.7,0,0,0,,0,0,27.7,18.9,199.1,1027.1,0,16,257,22.2,8,,2012-09-13T06:35:05,2012-09-13T19:07:42,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-14,26.5,18,21.7,26.5,18,21.7,14.8,66.1,0,0,0,,0,0,31.3,14.8,193.1,1022.6,16.3,16,253,21.9,8,,2012-09-14T06:36:03,2012-09-14T19:06:01,0.95,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-15,22.4,16.1,19.7,22.4,16.1,19.7,10.3,56.6,0.185,100,4.17,rain,0,0,44.3,23.5,316.2,1019,35.9,16,257.2,22.2,8,,2012-09-15T06:37:02,2012-09-15T19:04:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-16,23.3,14.3,18.9,23.3,14.3,18.9,8.3,51.6,0,0,0,,0,0,29.5,14.2,308.5,1018.7,31.9,16,235.6,20.2,8,,2012-09-16T06:38:01,2012-09-16T19:02:38,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
