name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2012-12-02,10.6,4.9,7.6,10.6,2.6,6.8,5.9,89.5,1.012,100,12.5,rain,0,0,,12.2,269.4,1025.1,82.1,6.5,49.9,4.4,2,,2012-12-02T07:02:15,2012-12-02T16:28:53,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-03,16.2,8.9,12.2,16.2,8.1,12.1,7.3,73.5,0,0,0,,0,0,27.7,16.8,279.1,1022.1,44.1,12.2,100.7,8.8,4,,2012-12-03T07:03:14,2012-12-03T16:28:42,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-04,16.4,8.4,11.5,16.4,7.2,11.3,9.4,87.2,1.455,100,16.67,rain,0,0,,13.5,100.9,1022.1,60.4,10.3,54,4.5,2,,2012-12-04T07:04:12,2012-12-04T16:28:34,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-05,13.7,2.1,9.9,13.7,-2.8,8.7,2,59.7,0.162,100,16.67,rain,0,0,51,30.6,302.7,1017.3,54.2,16,80.2,6.9,4,,2012-12-05T07:05:09,2012-12-05T16:28:28,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-06,4.4,-1.3,1.8,4.3,-6.2,-0.5,-8.3,47.6,0,0,0,,0,0,37.1,19.6,351.4,1026,23.2,16,115.3,9.9,5,,2012-12-06T07:06:05,2012-12-06T16:28:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-07,7.1,1.8,4.8,7.1,-1.4,4,1.5,79.7,3.273,100,41.67,rain,0,0,,10.9,266.6,1021.3,80.1,11.7,32.5,2.9,2,,2012-12-07T07:06:59,2012-12-07T16:28:22,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-08,10.2,6.7,8.3,10.2,5,7.4,7.3,93.8,8.472,100,25,rain,0,0,,11.3,326.3,1013.7,98.4,5.3,94.3,8,4,,2012-12-08T07:07:52,2012-12-08T16:28:23,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-09,10,6,7.4,10,2.9,5.4,5,84.8,4.097,100,50,rain,0,0,37.1,19.4,40.8,1020.9,89.6,11.2,31.4,2.7,2,,2012-12-09T07:08:44,2012-12-09T16:28:26,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-10,15,6.8,11.6,15,3.9,11.2,11,95.9,3.295,100,29.17,rain,0,0,,16,246.7,1006.7,100,5.5,37.1,3.1,2,,2012-12-10T07:09:34,2012-12-10T16:28:31,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-11,14,5.4,7.6,14,2.3,5.5,1,63.8,1.206,100,25,rain,0,0,50,21,318.2,1012.7,91.7,15.5,83.7,7.2,4,,2012-12-11T07:10:23,2012-12-11T16:28:39,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-12,6.3,3.1,4.6,5.2,0.8,3.1,-4.7,51.3,0,0,0,,0,0,31.3,13.9,329.6,1027.5,37.1,16,51.8,4.3,2,,2012-12-12T07:11:10,2012-12-12T16:28:48,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
New York,2012-12-13,7.2,2.8,4.7,7.2,1.2,4,-4.2,53.3,0,0,0,,0,0,,12.1,25.4,1029.5,19.1,16,111.3,9.6,5,,2012-12-13T07:11:55,2012-12-13T16:29:01,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-14,9.5,2.3,5.6,8.5,-1.1,3.4,-4.7,48.6,0,0,0,,0,0,33.5,20.5,248.8,1023.7,18.4,16,110.9,9.6,5,,2012-12-14T07:12:39,2012-12-14T16:29:15,0.04,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-15,8.1,3,5.9,8.1,1.7,4.6,-2,57.2,0,0,0,,0,0,,12.4,59.4,1024.6,39.8,15.9,74.9,6.4,3,,2012-12-15T07:13:21,2012-12-15T16:29:32,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-16,8.4,6.2,7.1,5.8,2,4.4,4.6,84.7,6.042,100,45.83,rain,0,0,45.5,27.5,74.3,1017.8,99.5,10.7,20.8,1.7,1,,2012-12-16T07:14:01,2012-12-16T16:29:50,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-17,6.2,4.6,5.7,3.7,0.7,2.4,4.7,93.2,9.105,100,50,rain,0,0,35.3,26.1,55.2,1010.4,100,9.2,46.2,4,2,,2012-12-17T07:14:39,2012-12-17T16:30:11,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-18,12.4,6.4,8.7,12.4,3.3,7.1,5.7,82.4,15.515,100,37.5,rain,0,0,47.6,26.7,296,999.8,88.6,11.1,87.6,7.3,4,,2012-12-18T07:15:16,2012-12-18T16:30:35,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-19,8.3,4.6,6.4,5.7,0.8,2.8,-2.4,53.9,0,0,0,,0,0,52.5,36.3,298.6,1009.9,33.4,16,108,9.3,5,,2012-12-19T07:15:50,2012-12-19T16:31:00,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-20,7.9,2.1,4.6,6.4,0,2.5,-1.8,63.3,0.048,100,4.17,rain,0,0,37.5,19.1,59.7,1019.4,45.1,15.9,41.6,3.8,2,,2012-12-20T07:16:23,2012-12-20T16:31:28,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-21,13.8,3.3,7.8,13.8,-1,5,3.4,74.5,20.147,100,45.83,rain,0,0,74,46.5,192.9,993.1,99.4,12.6,92,7.9,5,,2012-12-21T07:16:54,2012-12-21T16:31:57,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-22,3.5,2.2,3,-1.1,-2.7,-1.9,-5.4,55.4,0,0,0,,0,0,61.8,35.2,284.5,1000.9,80,16,89.6,7.6,4,,2012-12-22T07:17:22,2012-12-22T16:32:29,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-23,5.5,2.1,3.8,4.2,-2.3,0.5,-6.9,46.3,0,0,0,,0,0,38,21.9,267.1,1012.4,37.7,16,106.3,9.1,5,,2012-12-23T07:17:49,2012-12-23T16:33:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-24,3.9,0.9,2.3,3.7,-2.4,0.4,-5.3,58.5,1.971,100,16.67,"rain,snow",0,0,27.7,11.6,333.3,1016.5,41.7,14.1,75.1,6.5,4,,2012-12-24T07:18:13,2012-12-24T16:33:38,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-25,5,0.6,2.7,1.3,-2.8,-0.4,-0.9,78,1.502,100,29.17,"rain,snow",0,0,39.6,18.9,352.4,1017.7,79.1,12.6,98.5,8.4,4,,2012-12-25T07:18:36,2012-12-25T16:34:16,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-26,4.2,-2,0.3,-1.9,-7.3,-5,-3.1,78.3,17.428,100,37.5,"rain,snow",0,0,66.1,41.2,56.9,1018.2,64.7,12.1,19.5,1.7,1,,2012-12-26T07:18:56,2012-12-26T16:34:55,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-27,4.5,-0.8,2.6,0.4,-8.1,-2.8,-0.8,79.4,19.043,100,45.83,rain,0,0,65.6,42.1,341.1,998.9,97.2,12.7,45.8,3.8,3,,2012-12-27T07:19:14,2012-12-27T16:35:37,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-28,3.1,-0.8,0.4,-0.6,-7.1,-4.1,-6.2,61.2,0,0,0,,0,0,46.1,28,308.6,1015.9,48.3,16,98.5,8.6,5,,2012-12-28T07:19:30,2012-12-28T16:36:20,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-29,1.2,-1,0.1,-0.1,-5.5,-3.2,-2.8,81.2,6.348,100,45.83,"rain,snow",0,0,37.1,18.8,19.7,1007.9,79,10.9,53.3,4.4,3,,2012-12-29T07:19:44,2012-12-29T16:37:05,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-30,1.4,-1.8,-0.2,-3.9,-8.2,-6.1,-8.4,55.1,0,0,0,"rain,snow",0.4,0.3,65.1,33.6,303.2,1012.3,28.8,16,108.2,9.1,5,,2012-12-30T07:19:56,2012-12-30T16:37:52,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-31,3.3,-2,0.8,-0.4,-6.7,-3.5,-7.6,53.6,0,0,0,,0,0.2,42.5,24.4,256,1018.4,57.8,16,75.1,6.4,4,,2012-12-31T07:20:05,2012-12-31T16:38:41,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
